N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,PRES,PRES_ERROR,PRES_QC,PSAL,PSAL_ERROR,PSAL_QC,TEMP,TEMP_ERROR,TEMP_QC,TIME_QC,LATITUDE,LONGITUDE,TIME
644,10,R,A,2904007,1,11.96,,1,36.025,,1,29.637,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
645,10,R,A,2904007,1,14.0,,1,36.093,,1,29.652,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
646,10,R,A,2904007,1,15.92,,1,36.141,,1,29.586,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
647,10,R,A,2904007,1,17.96,,1,36.26,,1,29.431,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
648,10,R,A,2904007,1,19.96,,1,36.33,,1,29.358,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
649,10,R,A,2904007,1,21.96,,1,36.409,,1,29.283,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
650,10,R,A,2904007,1,24.0,,1,36.473,,1,29.176,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
651,10,R,A,2904007,1,26.04,,1,36.487,,1,29.139,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
652,10,R,A,2904007,1,28.0,,1,36.511,,1,29.067,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
653,10,R,A,2904007,1,30.0,,1,36.525,,1,28.989,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
654,10,R,A,2904007,1,32.04,,1,36.553,,1,28.885,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
655,10,R,A,2904007,1,34.04,,1,36.584,,1,28.818,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
656,10,R,A,2904007,1,36.0,,1,36.594,,1,28.734,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
657,10,R,A,2904007,1,38.0,,1,36.591,,1,28.598,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
658,10,R,A,2904007,1,40.0,,1,36.582,,1,28.544,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
659,10,R,A,2904007,1,42.0,,1,36.582,,1,28.517,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
660,10,R,A,2904007,1,43.96,,1,36.583,,1,28.499,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
661,10,R,A,2904007,1,46.0,,1,36.589,,1,28.482,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
662,10,R,A,2904007,1,48.0,,1,36.597,,1,28.449,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
663,10,R,A,2904007,1,49.96,,1,36.605,,1,28.357,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
664,10,R,A,2904007,1,52.0,,1,36.619,,1,28.288,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
665,10,R,A,2904007,1,54.0,,1,36.631,,1,28.242,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
666,10,R,A,2904007,1,55.96,,1,36.637,,1,28.205,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
667,10,R,A,2904007,1,58.0,,1,36.644,,1,28.167,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
668,10,R,A,2904007,1,59.96,,1,36.659,,1,28.099,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
669,10,R,A,2904007,1,62.0,,1,36.699,,1,27.93,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
670,10,R,A,2904007,1,63.96,,1,36.705,,1,27.869,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
671,10,R,A,2904007,1,65.96,,1,36.728,,1,27.828,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
672,10,R,A,2904007,1,68.0,,1,36.734,,1,27.784,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
673,10,R,A,2904007,1,70.0,,1,36.732,,1,27.76,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
674,10,R,A,2904007,1,71.96,,1,36.739,,1,27.689,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
675,10,R,A,2904007,1,73.96,,1,36.764,,1,27.538,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
676,10,R,A,2904007,1,76.0,,1,36.776,,1,27.473,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
677,10,R,A,2904007,1,78.0,,1,36.795,,1,27.381,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
678,10,R,A,2904007,1,80.0,,1,36.81,,1,27.284,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
679,10,R,A,2904007,1,82.0,,1,36.821,,1,27.225,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
680,10,R,A,2904007,1,83.96,,1,36.836,,1,27.15,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
681,10,R,A,2904007,1,85.96,,1,36.908,,1,26.77,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
682,10,R,A,2904007,1,88.0,,1,37.024,,1,26.429,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
683,10,R,A,2904007,1,90.04,,1,37.063,,1,26.24,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
684,10,R,A,2904007,1,92.04,,1,37.099,,1,26.059,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
685,10,R,A,2904007,1,94.0,,1,37.134,,1,25.693,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
686,10,R,A,2904007,1,95.92,,1,37.127,,1,25.532,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
687,10,R,A,2904007,1,97.96,,1,37.143,,1,25.393,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
688,10,R,A,2904007,1,100.0,,1,37.145,,1,25.168,,1,1,20.60329,-67.52425,2025-09-02 08:56:16
689,143,R,A,4903372,1,1.0,,1,36.225,,1,28.739,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
690,143,R,A,4903372,1,1.96,,1,36.223,,1,28.741,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
691,143,R,A,4903372,1,3.0,,1,36.224,,1,28.747,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
692,143,R,A,4903372,1,4.0,,1,36.224,,1,28.745,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
693,143,R,A,4903372,1,5.0,,1,36.224,,1,28.745,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
694,143,R,A,4903372,1,5.96,,1,36.224,,1,28.745,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
695,143,R,A,4903372,1,6.96,,1,36.225,,1,28.75,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
696,143,R,A,4903372,1,8.0,,1,36.226,,1,28.75,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
697,143,R,A,4903372,1,9.0,,1,36.224,,1,28.747,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
698,143,R,A,4903372,1,10.28,,1,36.224,,1,28.746,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
699,143,R,A,4903372,1,12.0,,1,36.225,,1,28.748,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
700,143,R,A,4903372,1,14.0,,1,36.226,,1,28.747,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
701,143,R,A,4903372,1,16.0,,1,36.228,,1,28.745,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
702,143,R,A,4903372,1,18.0,,1,36.233,,1,28.752,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
703,143,R,A,4903372,1,19.96,,1,36.374,,1,28.683,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
704,143,R,A,4903372,1,22.0,,1,36.617,,1,28.568,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
705,143,R,A,4903372,1,24.0,,1,36.654,,1,28.469,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
706,143,R,A,4903372,1,26.04,,1,36.719,,1,28.391,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
707,143,R,A,4903372,1,28.0,,1,36.753,,1,28.375,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
708,143,R,A,4903372,1,30.04,,1,36.806,,1,28.408,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
709,143,R,A,4903372,1,32.0,,1,36.847,,1,28.367,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
710,143,R,A,4903372,1,34.0,,1,36.928,,1,28.246,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
711,143,R,A,4903372,1,35.96,,1,36.959,,1,28.157,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
712,143,R,A,4903372,1,38.0,,1,36.968,,1,28.119,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
713,143,R,A,4903372,1,40.0,,1,36.976,,1,28.094,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
714,143,R,A,4903372,1,41.96,,1,36.986,,1,28.054,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
715,143,R,A,4903372,1,43.96,,1,37.003,,1,27.999,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
716,143,R,A,4903372,1,46.0,,1,37.037,,1,27.901,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
717,143,R,A,4903372,1,48.0,,1,37.07,,1,27.79,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
718,143,R,A,4903372,1,49.96,,1,37.092,,1,27.699,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
719,143,R,A,4903372,1,51.92,,1,37.158,,1,27.478,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
720,143,R,A,4903372,1,53.96,,1,37.185,,1,27.361,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
721,143,R,A,4903372,1,56.0,,1,37.205,,1,27.245,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
722,143,R,A,4903372,1,57.96,,1,37.223,,1,27.137,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
723,143,R,A,4903372,1,59.96,,1,37.242,,1,26.996,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
724,143,R,A,4903372,1,62.0,,1,37.244,,1,26.89,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
725,143,R,A,4903372,1,64.0,,1,37.248,,1,26.795,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
726,143,R,A,4903372,1,65.96,,1,37.246,,1,26.634,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
727,143,R,A,4903372,1,68.0,,1,37.242,,1,26.541,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
728,143,R,A,4903372,1,70.0,,1,37.244,,1,26.515,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
729,143,R,A,4903372,1,71.96,,1,37.252,,1,26.453,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
730,143,R,A,4903372,1,73.96,,1,37.265,,1,26.379,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
731,143,R,A,4903372,1,76.0,,1,37.269,,1,26.337,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
732,143,R,A,4903372,1,78.0,,1,37.288,,1,26.231,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
733,143,R,A,4903372,1,80.04,,1,37.31,,1,26.085,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
734,143,R,A,4903372,1,82.04,,1,37.325,,1,25.945,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
735,143,R,A,4903372,1,84.0,,1,37.327,,1,25.885,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
736,143,R,A,4903372,1,86.0,,1,37.329,,1,25.86,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
737,143,R,A,4903372,1,88.0,,1,37.33,,1,25.84,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
738,143,R,A,4903372,1,90.0,,1,37.33,,1,25.828,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
739,143,R,A,4903372,1,92.0,,1,37.332,,1,25.798,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
740,143,R,A,4903372,1,93.96,,1,37.336,,1,25.744,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
741,143,R,A,4903372,1,96.0,,1,37.337,,1,25.693,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
742,143,R,A,4903372,1,97.96,,1,37.338,,1,25.677,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
743,143,R,A,4903372,1,99.96,,1,37.343,,1,25.605,,1,1,20.15745,-55.40785,2025-09-02 10:11:49
744,61,A,A,1902365,1,3.5,,1,36.86985,,1,29.843,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
745,61,A,A,1902365,1,4.5,,1,36.86885,,1,29.835,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
746,61,A,A,1902365,1,5.5,,1,36.86985,,1,29.824,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
747,61,A,A,1902365,1,6.5,,1,36.86985,,1,29.819,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
748,61,A,A,1902365,1,7.5,,1,36.86885,,1,29.807,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
749,61,A,A,1902365,1,8.6,,1,36.86885,,1,29.786,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
750,61,A,A,1902365,1,9.5,,1,36.86886,,1,29.771,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
751,61,A,A,1902365,1,10.6,,1,36.86886,,1,29.756,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
752,61,A,A,1902365,1,12.4,,1,36.86985,,1,29.743,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
753,61,A,A,1902365,1,14.4,,1,36.87086,,1,29.731,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
754,61,A,A,1902365,1,16.4,,1,36.87086,,1,29.721,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
755,61,A,A,1902365,1,18.4,,1,36.87086,,1,29.717,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
756,61,A,A,1902365,1,20.4,,1,36.86987,,1,29.713,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
757,61,A,A,1902365,1,22.4,,1,36.86987,,1,29.711,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
758,61,A,A,1902365,1,24.3,,1,36.86987,,1,29.709,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
759,61,A,A,1902365,1,26.3,,1,36.86987,,1,29.709,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
760,61,A,A,1902365,1,28.3,,1,36.86887,,1,29.706,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
761,61,A,A,1902365,1,30.4,,1,36.86887,,1,29.704,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
762,61,A,A,1902365,1,32.5,,1,36.87087,,1,29.7,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
763,61,A,A,1902365,1,34.4,,1,36.86987,,1,29.697,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
764,61,A,A,1902365,1,36.3,,1,36.86587,,1,29.694,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
765,61,A,A,1902365,1,38.5,,1,36.86187,,1,29.682,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
766,61,A,A,1902365,1,40.4,,1,36.88087,,1,29.504,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
767,61,A,A,1902365,1,42.4,,1,36.86787,,1,28.228,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
768,61,A,A,1902365,1,44.4,,1,36.85487,,1,27.589,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
769,61,A,A,1902365,1,46.5,,1,36.87187,,1,27.258,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
770,61,A,A,1902365,1,48.4,,1,36.88688,,1,27.016,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
771,61,A,A,1902365,1,50.4,,1,36.89087,,1,26.83,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
772,61,A,A,1902365,1,52.4,,1,36.90287,,1,26.634,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
773,61,A,A,1902365,1,54.3,,1,36.91488,,1,26.356,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
774,61,A,A,1902365,1,56.4,,1,36.91987,,1,26.298,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
775,61,A,A,1902365,1,58.5,,1,36.93488,,1,26.064,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
776,61,A,A,1902365,1,60.4,,1,36.93788,,1,25.891,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
777,61,A,A,1902365,1,62.4,,1,36.94687,,1,25.646,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
778,61,A,A,1902365,1,64.4,,1,36.94088,,1,25.508,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
779,61,A,A,1902365,1,66.4,,1,36.93987,,1,25.374,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
780,61,A,A,1902365,1,68.5,,1,36.94788,,1,25.34,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
781,61,A,A,1902365,1,70.5,,1,36.96088,,1,25.31,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
782,61,A,A,1902365,1,72.4,,1,36.97888,,1,25.116,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
783,61,A,A,1902365,1,74.5,,1,36.99088,,1,24.93,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
784,61,A,A,1902365,1,76.5,,1,36.99388,,1,24.829,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
785,61,A,A,1902365,1,78.3,,1,36.99488,,1,24.735,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
786,61,A,A,1902365,1,80.4,,1,36.99588,,1,24.628,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
787,61,A,A,1902365,1,82.6,,1,36.99388,,1,24.521,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
788,61,A,A,1902365,1,84.6,,1,36.99788,,1,24.359,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
789,61,A,A,1902365,1,86.4,,1,36.98989,,1,24.21,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
790,61,A,A,1902365,1,88.4,,1,36.99189,,1,24.11,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
791,61,A,A,1902365,1,90.4,,1,37.00089,,1,23.969,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
792,61,A,A,1902365,1,92.3,,1,37.00389,,1,23.881,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
793,61,A,A,1902365,1,94.4,,1,36.99689,,1,23.701,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
794,61,A,A,1902365,1,96.4,,1,36.95989,,1,23.471,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
795,61,A,A,1902365,1,98.5,,1,36.92889,,1,23.324,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
796,61,A,A,1902365,1,100.2,,1,36.92089,,1,23.276,,1,1,24.86872,-62.83247,2025-09-02 16:33:09
797,137,A,A,6904128,1,2.8,,1,37.707,,1,28.033,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
798,137,A,A,6904128,1,3.9,,1,37.708,,1,28.035,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
799,137,A,A,6904128,1,4.7,,1,37.708,,1,28.032,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
800,137,A,A,6904128,1,5.6,,1,37.705,,1,28.036,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
801,137,A,A,6904128,1,6.9,,1,37.707,,1,28.038,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
802,137,A,A,6904128,1,8.1,,1,37.703,,1,28.033,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
803,137,A,A,6904128,1,9.0,,1,37.702,,1,28.018,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
804,137,A,A,6904128,1,9.9,,1,37.699,,1,27.944,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
805,137,A,A,6904128,1,11.2,,1,37.698,,1,27.915,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
806,137,A,A,6904128,1,13.1,,1,37.698,,1,27.881,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
807,137,A,A,6904128,1,15.0,,1,37.695,,1,27.864,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
808,137,A,A,6904128,1,17.4,,1,37.692,,1,27.85,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
809,137,A,A,6904128,1,19.9,,1,37.692,,1,27.837,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
810,137,A,A,6904128,1,21.8,,1,37.695,,1,27.836,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
811,137,A,A,6904128,1,23.8,,1,37.696,,1,27.836,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
812,137,A,A,6904128,1,25.6,,1,37.696,,1,27.836,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
813,137,A,A,6904128,1,27.5,,1,37.695,,1,27.836,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
814,137,A,A,6904128,1,29.4,,1,37.693,,1,27.788,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
815,137,A,A,6904128,1,31.2,,1,37.684,,1,27.746,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
816,137,A,A,6904128,1,33.0,,1,37.672,,1,27.649,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
817,137,A,A,6904128,1,35.4,,1,37.626,,1,27.303,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
818,137,A,A,6904128,1,37.8,,1,37.589,,1,27.06,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
819,137,A,A,6904128,1,39.7,,1,37.566,,1,26.813,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
820,137,A,A,6904128,1,41.6,,1,37.508,,1,26.325,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
821,137,A,A,6904128,1,43.4,,1,37.483,,1,26.103,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
822,137,A,A,6904128,1,45.1,,1,37.472,,1,26.049,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
823,137,A,A,6904128,1,47.2,,1,37.442,,1,25.574,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
824,137,A,A,6904128,1,49.5,,1,37.371,,1,25.081,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
825,137,A,A,6904128,1,51.6,,1,37.339,,1,24.699,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
826,137,A,A,6904128,1,53.3,,1,37.339,,1,24.656,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
827,137,A,A,6904128,1,55.5,,1,37.337,,1,24.645,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
828,137,A,A,6904128,1,57.6,,1,37.336,,1,24.58,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
829,137,A,A,6904128,1,59.3,,1,37.32,,1,24.458,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
830,137,A,A,6904128,1,61.4,,1,37.304,,1,24.386,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
831,137,A,A,6904128,1,63.6,,1,37.293,,1,24.184,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
832,137,A,A,6904128,1,65.6,,1,37.297,,1,24.068,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
833,137,A,A,6904128,1,67.6,,1,37.291,,1,23.879,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
834,137,A,A,6904128,1,69.7,,1,37.3,,1,23.807,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
835,137,A,A,6904128,1,71.8,,1,37.29,,1,23.611,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
836,137,A,A,6904128,1,73.4,,1,37.282,,1,23.527,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
837,137,A,A,6904128,1,75.0,,1,37.284,,1,23.391,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
838,137,A,A,6904128,1,77.1,,1,37.297,,1,23.335,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
839,137,A,A,6904128,1,79.3,,1,37.3,,1,23.312,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
840,137,A,A,6904128,1,81.4,,1,37.309,,1,23.285,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
841,137,A,A,6904128,1,83.6,,1,37.309,,1,23.229,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
842,137,A,A,6904128,1,85.7,,1,37.311,,1,23.085,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
843,137,A,A,6904128,1,87.9,,1,37.309,,1,22.991,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
844,137,A,A,6904128,1,89.5,,1,37.3,,1,22.938,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
845,137,A,A,6904128,1,91.1,,1,37.295,,1,22.878,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
846,137,A,A,6904128,1,93.3,,1,37.291,,1,22.833,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
847,137,A,A,6904128,1,95.5,,1,37.288,,1,22.816,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
848,137,A,A,6904128,1,97.6,,1,37.279,,1,22.783,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
849,137,A,A,6904128,1,99.8,,1,37.276,,1,22.759,,1,1,28.719491666666666,-45.21371833333333,2025-09-02 22:38:20
850,158,A,A,4903274,1,2.41,,1,36.314,,1,29.445,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
851,158,A,A,4903274,1,4.11,,1,36.315,,1,29.446,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
852,158,A,A,4903274,1,6.11,,1,36.315,,1,29.45,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
853,158,A,A,4903274,1,8.11,,1,36.314,,1,29.449,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
854,158,A,A,4903274,1,10.11,,1,36.316,,1,29.45,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
855,158,A,A,4903274,1,12.11,,1,36.322,,1,29.453,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
856,158,A,A,4903274,1,14.11,,1,36.322,,1,29.454,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
857,158,A,A,4903274,1,16.11,,1,36.331,,1,29.455,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
858,158,A,A,4903274,1,18.11,,1,36.342,,1,29.454,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
859,158,A,A,4903274,1,20.11,,1,36.348,,1,29.453,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
860,158,A,A,4903274,1,22.11,,1,36.372,,1,29.418,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
861,158,A,A,4903274,1,24.11,,1,36.375,,1,29.39,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
862,158,A,A,4903274,1,26.11,,1,36.378,,1,29.369,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
863,158,A,A,4903274,1,28.11,,1,36.383,,1,29.346,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
864,158,A,A,4903274,1,30.11,,1,36.385,,1,29.333,,1,1,20.5277,-69.1263,2025-09-03 06:37:18
