N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,PRES,PRES_ERROR,PRES_QC,PSAL,PSAL_ERROR,PSAL_QC,TEMP,TEMP_ERROR,TEMP_QC,TIME_QC,LATITUDE,LONGITUDE,TIME
0,161,A,A,5906343,1,4.22,,1,37.395,,1,28.302,,1,1,22.331,-50.373,2025-09-01 02:33:07
1,161,A,A,5906343,1,5.82,,1,37.395,,1,28.304,,1,1,22.331,-50.373,2025-09-01 02:33:07
2,161,A,A,5906343,1,7.82,,1,37.395,,1,28.31,,1,1,22.331,-50.373,2025-09-01 02:33:07
3,161,A,A,5906343,1,10.02,,1,37.395,,1,28.312,,1,1,22.331,-50.373,2025-09-01 02:33:07
4,161,A,A,5906343,1,11.52,,1,37.395,,1,28.31,,1,1,22.331,-50.373,2025-09-01 02:33:07
5,161,A,A,5906343,1,13.82,,1,37.485,,1,28.29,,1,1,22.331,-50.373,2025-09-01 02:33:07
6,161,A,A,5906343,1,15.82,,1,37.687,,1,28.209,,1,1,22.331,-50.373,2025-09-01 02:33:07
7,161,A,A,5906343,1,17.82,,1,37.685,,1,28.178,,1,1,22.331,-50.373,2025-09-01 02:33:07
8,161,A,A,5906343,1,19.82,,1,37.684,,1,28.158,,1,1,22.331,-50.373,2025-09-01 02:33:07
9,161,A,A,5906343,1,21.82,,1,37.685,,1,28.148,,1,1,22.331,-50.373,2025-09-01 02:33:07
10,161,A,A,5906343,1,23.82,,1,37.685,,1,28.135,,1,1,22.331,-50.373,2025-09-01 02:33:07
11,161,A,A,5906343,1,25.82,,1,37.682,,1,28.115,,1,1,22.331,-50.373,2025-09-01 02:33:07
12,161,A,A,5906343,1,27.82,,1,37.68,,1,28.101,,1,1,22.331,-50.373,2025-09-01 02:33:07
13,161,A,A,5906343,1,29.82,,1,37.68,,1,28.093,,1,1,22.331,-50.373,2025-09-01 02:33:07
14,161,A,A,5906343,1,31.82,,1,37.68,,1,28.085,,1,1,22.331,-50.373,2025-09-01 02:33:07
15,161,A,A,5906343,1,33.82,,1,37.681,,1,28.079,,1,1,22.331,-50.373,2025-09-01 02:33:07
16,161,A,A,5906343,1,35.82,,1,37.682,,1,28.072,,1,1,22.331,-50.373,2025-09-01 02:33:07
17,161,A,A,5906343,1,37.82,,1,37.681,,1,28.061,,1,1,22.331,-50.373,2025-09-01 02:33:07
18,161,A,A,5906343,1,39.82,,1,37.68,,1,28.051,,1,1,22.331,-50.373,2025-09-01 02:33:07
19,161,A,A,5906343,1,41.82,,1,37.677,,1,28.027,,1,1,22.331,-50.373,2025-09-01 02:33:07
20,161,A,A,5906343,1,43.82,,1,37.673,,1,28.007,,1,1,22.331,-50.373,2025-09-01 02:33:07
21,161,A,A,5906343,1,45.82,,1,37.67,,1,27.988,,1,1,22.331,-50.373,2025-09-01 02:33:07
22,161,A,A,5906343,1,47.82,,1,37.665,,1,27.957,,1,1,22.331,-50.373,2025-09-01 02:33:07
23,161,A,A,5906343,1,49.82,,1,37.66,,1,27.936,,1,1,22.331,-50.373,2025-09-01 02:33:07
24,161,A,A,5906343,1,51.82,,1,37.646,,1,27.831,,1,1,22.331,-50.373,2025-09-01 02:33:07
25,161,A,A,5906343,1,54.12,,1,37.629,,1,27.719,,1,1,22.331,-50.373,2025-09-01 02:33:07
26,161,A,A,5906343,1,55.52,,1,37.613,,1,27.471,,1,1,22.331,-50.373,2025-09-01 02:33:07
27,161,A,A,5906343,1,57.82,,1,37.533,,1,26.864,,1,1,22.331,-50.373,2025-09-01 02:33:07
28,161,A,A,5906343,1,59.82,,1,37.495,,1,26.58,,1,1,22.331,-50.373,2025-09-01 02:33:07
29,161,A,A,5906343,1,61.82,,1,37.485,,1,26.514,,1,1,22.331,-50.373,2025-09-01 02:33:07
30,161,A,A,5906343,1,64.02,,1,37.481,,1,26.392,,1,1,22.331,-50.373,2025-09-01 02:33:07
31,161,A,A,5906343,1,65.82,,1,37.467,,1,26.099,,1,1,22.331,-50.373,2025-09-01 02:33:07
32,161,A,A,5906343,1,67.82,,1,37.422,,1,25.775,,1,1,22.331,-50.373,2025-09-01 02:33:07
33,161,A,A,5906343,1,70.02,,1,37.419,,1,25.634,,1,1,22.331,-50.373,2025-09-01 02:33:07
34,161,A,A,5906343,1,71.72,,1,37.42,,1,25.525,,1,1,22.331,-50.373,2025-09-01 02:33:07
35,161,A,A,5906343,1,73.82,,1,37.418,,1,25.418,,1,1,22.331,-50.373,2025-09-01 02:33:07
36,161,A,A,5906343,1,75.82,,1,37.424,,1,25.392,,1,1,22.331,-50.373,2025-09-01 02:33:07
37,161,A,A,5906343,1,77.82,,1,37.433,,1,25.358,,1,1,22.331,-50.373,2025-09-01 02:33:07
38,161,A,A,5906343,1,79.82,,1,37.435,,1,25.289,,1,1,22.331,-50.373,2025-09-01 02:33:07
39,161,A,A,5906343,1,81.82,,1,37.434,,1,25.242,,1,1,22.331,-50.373,2025-09-01 02:33:07
40,161,A,A,5906343,1,83.82,,1,37.429,,1,25.082,,1,1,22.331,-50.373,2025-09-01 02:33:07
41,161,A,A,5906343,1,85.82,,1,37.427,,1,25.014,,1,1,22.331,-50.373,2025-09-01 02:33:07
42,161,A,A,5906343,1,87.82,,1,37.423,,1,24.951,,1,1,22.331,-50.373,2025-09-01 02:33:07
43,161,A,A,5906343,1,89.82,,1,37.417,,1,24.91,,1,1,22.331,-50.373,2025-09-01 02:33:07
44,161,A,A,5906343,1,91.82,,1,37.41,,1,24.87,,1,1,22.331,-50.373,2025-09-01 02:33:07
45,161,A,A,5906343,1,93.92,,1,37.402,,1,24.755,,1,1,22.331,-50.373,2025-09-01 02:33:07
46,161,A,A,5906343,1,95.82,,1,37.397,,1,24.712,,1,1,22.331,-50.373,2025-09-01 02:33:07
47,161,A,A,5906343,1,97.82,,1,37.389,,1,24.644,,1,1,22.331,-50.373,2025-09-01 02:33:07
48,161,A,A,5906343,1,99.82,,1,37.378,,1,24.579,,1,1,22.331,-50.373,2025-09-01 02:33:07
49,137,R,A,1902313,1,1.16,,1,33.999,,1,29.623,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
50,137,R,A,1902313,1,1.96,,1,33.999,,1,29.622,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
51,137,R,A,1902313,1,3.0,,1,33.998,,1,29.622,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
52,137,R,A,1902313,1,4.04,,1,33.998,,1,29.62,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
53,137,R,A,1902313,1,5.04,,1,33.996,,1,29.62,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
54,137,R,A,1902313,1,6.0,,1,33.996,,1,29.613,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
55,137,R,A,1902313,1,7.0,,1,33.995,,1,29.606,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
56,137,R,A,1902313,1,8.04,,1,33.995,,1,29.557,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
57,137,R,A,1902313,1,9.0,,1,33.99,,1,29.574,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
58,137,R,A,1902313,1,10.28,,1,33.988,,1,29.52,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
59,137,R,A,1902313,1,12.04,,1,33.979,,1,29.417,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
60,137,R,A,1902313,1,14.08,,1,33.972,,1,29.365,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
61,137,R,A,1902313,1,16.0,,1,33.972,,1,29.345,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
62,137,R,A,1902313,1,18.0,,1,34.123,,1,29.34,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
63,137,R,A,1902313,1,19.96,,1,34.298,,1,29.3,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
64,137,R,A,1902313,1,22.0,,1,34.312,,1,29.297,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
65,137,R,A,1902313,1,24.0,,1,34.437,,1,29.331,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
66,137,R,A,1902313,1,25.96,,1,34.748,,1,29.335,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
67,137,R,A,1902313,1,28.0,,1,34.936,,1,29.335,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
68,137,R,A,1902313,1,30.0,,1,35.039,,1,29.332,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
69,137,R,A,1902313,1,31.96,,1,35.19,,1,29.319,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
70,137,R,A,1902313,1,34.0,,1,35.294,,1,29.285,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
71,137,R,A,1902313,1,35.96,,1,35.464,,1,29.292,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
72,137,R,A,1902313,1,37.96,,1,35.608,,1,29.221,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
73,137,R,A,1902313,1,40.04,,1,35.68,,1,29.177,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
74,137,R,A,1902313,1,42.0,,1,35.781,,1,29.156,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
75,137,R,A,1902313,1,43.96,,1,35.976,,1,29.091,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
76,137,R,A,1902313,1,46.08,,1,36.252,,1,28.931,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
77,137,R,A,1902313,1,48.0,,1,36.311,,1,28.834,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
78,137,R,A,1902313,1,50.0,,1,36.389,,1,28.805,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
79,137,R,A,1902313,1,52.0,,1,36.408,,1,28.734,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
80,137,R,A,1902313,1,53.96,,1,36.469,,1,28.735,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
81,137,R,A,1902313,1,56.0,,1,36.507,,1,28.709,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
82,137,R,A,1902313,1,58.04,,1,36.519,,1,28.642,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
83,137,R,A,1902313,1,60.0,,1,36.542,,1,28.593,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
84,137,R,A,1902313,1,62.0,,1,36.555,,1,28.552,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
85,137,R,A,1902313,1,64.0,,1,36.573,,1,28.415,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
86,137,R,A,1902313,1,66.0,,1,36.615,,1,28.27,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
87,137,R,A,1902313,1,68.0,,1,36.668,,1,28.205,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
88,137,R,A,1902313,1,70.0,,1,36.875,,1,28.041,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
89,137,R,A,1902313,1,72.0,,1,36.958,,1,27.747,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
90,137,R,A,1902313,1,74.0,,1,36.927,,1,27.468,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
91,137,R,A,1902313,1,76.0,,1,36.919,,1,27.357,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
92,137,R,A,1902313,1,78.0,,1,36.922,,1,27.167,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
93,137,R,A,1902313,1,79.96,,1,36.95,,1,26.932,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
94,137,R,A,1902313,1,82.04,,1,36.995,,1,26.684,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
95,137,R,A,1902313,1,84.0,,1,37.008,,1,26.628,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
96,137,R,A,1902313,1,86.04,,1,37.024,,1,26.463,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
97,137,R,A,1902313,1,88.04,,1,37.042,,1,26.393,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
98,137,R,A,1902313,1,90.0,,1,37.097,,1,26.303,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
99,137,R,A,1902313,1,91.96,,1,37.128,,1,26.171,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
100,137,R,A,1902313,1,93.96,,1,37.142,,1,26.113,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
101,137,R,A,1902313,1,96.0,,1,37.175,,1,26.094,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
102,137,R,A,1902313,1,98.0,,1,37.194,,1,26.094,,1,1,20.43572,-61.40423,2025-09-01 02:50:08
103,52,R,A,1902512,1,0.44,,1,37.003,,1,29.864,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
104,52,R,A,1902512,1,1.0,,1,37.005,,1,29.865,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
105,52,R,A,1902512,1,1.96,,1,37.005,,1,29.869,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
106,52,R,A,1902512,1,2.96,,1,37.004,,1,29.87,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
107,52,R,A,1902512,1,3.96,,1,37.004,,1,29.871,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
108,52,R,A,1902512,1,5.0,,1,37.004,,1,29.872,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
109,52,R,A,1902512,1,6.0,,1,37.004,,1,29.872,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
110,52,R,A,1902512,1,7.0,,1,37.004,,1,29.872,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
111,52,R,A,1902512,1,8.04,,1,37.005,,1,29.872,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
112,52,R,A,1902512,1,9.0,,1,37.005,,1,29.872,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
113,52,R,A,1902512,1,10.24,,1,37.004,,1,29.872,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
114,52,R,A,1902512,1,11.96,,1,37.004,,1,29.873,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
115,52,R,A,1902512,1,14.0,,1,37.004,,1,29.873,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
116,52,R,A,1902512,1,15.96,,1,37.004,,1,29.873,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
117,52,R,A,1902512,1,17.96,,1,37.004,,1,29.874,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
118,52,R,A,1902512,1,20.0,,1,37.003,,1,29.871,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
119,52,R,A,1902512,1,22.0,,1,37.001,,1,29.87,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
120,52,R,A,1902512,1,24.0,,1,37.001,,1,29.795,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
121,52,R,A,1902512,1,26.12,,1,36.989,,1,29.473,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
122,52,R,A,1902512,1,27.92,,1,36.974,,1,29.175,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
123,52,R,A,1902512,1,29.96,,1,36.96,,1,28.501,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
124,52,R,A,1902512,1,31.96,,1,36.965,,1,27.918,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
125,52,R,A,1902512,1,34.0,,1,36.952,,1,27.286,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
126,52,R,A,1902512,1,36.0,,1,36.951,,1,26.778,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
127,52,R,A,1902512,1,37.96,,1,36.939,,1,26.513,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
128,52,R,A,1902512,1,40.0,,1,36.941,,1,26.168,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
129,52,R,A,1902512,1,42.0,,1,36.948,,1,25.896,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
130,52,R,A,1902512,1,44.04,,1,36.95,,1,25.715,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
131,52,R,A,1902512,1,45.96,,1,36.949,,1,25.481,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
132,52,R,A,1902512,1,47.96,,1,36.958,,1,25.201,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
133,52,R,A,1902512,1,50.0,,1,36.953,,1,24.972,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
134,52,R,A,1902512,1,52.04,,1,36.949,,1,24.751,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
135,52,R,A,1902512,1,54.04,,1,36.948,,1,24.373,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
136,52,R,A,1902512,1,56.0,,1,36.939,,1,24.248,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
137,52,R,A,1902512,1,57.96,,1,36.942,,1,23.97,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
138,52,R,A,1902512,1,60.0,,1,36.929,,1,23.703,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
139,52,R,A,1902512,1,62.0,,1,36.925,,1,23.482,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
140,52,R,A,1902512,1,64.04,,1,36.916,,1,23.301,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
141,52,R,A,1902512,1,66.0,,1,36.904,,1,23.064,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
142,52,R,A,1902512,1,68.0,,1,36.896,,1,22.959,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
143,52,R,A,1902512,1,70.0,,1,36.89,,1,22.871,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
144,52,R,A,1902512,1,71.96,,1,36.889,,1,22.755,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
145,52,R,A,1902512,1,73.96,,1,36.879,,1,22.588,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
146,52,R,A,1902512,1,75.96,,1,36.89,,1,22.459,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
147,52,R,A,1902512,1,77.96,,1,36.888,,1,22.358,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
148,52,R,A,1902512,1,80.0,,1,36.876,,1,22.228,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
149,52,R,A,1902512,1,82.0,,1,36.857,,1,22.084,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
150,52,R,A,1902512,1,84.0,,1,36.853,,1,22.009,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
151,52,R,A,1902512,1,86.04,,1,36.844,,1,21.797,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
152,52,R,A,1902512,1,88.0,,1,36.831,,1,21.649,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
153,52,R,A,1902512,1,90.0,,1,36.82,,1,21.49,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
154,52,R,A,1902512,1,91.96,,1,36.815,,1,21.406,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
155,52,R,A,1902512,1,93.96,,1,36.812,,1,21.261,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
156,52,R,A,1902512,1,96.0,,1,36.803,,1,21.128,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
157,52,R,A,1902512,1,97.96,,1,36.792,,1,20.989,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
158,52,R,A,1902512,1,99.96,,1,36.786,,1,20.891,,1,1,29.65698,-56.50481,2025-09-01 03:50:07
159,10,R,A,7902278,1,0.96,,1,36.82,,1,29.662,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
160,10,R,A,7902278,1,1.96,,1,36.82,,1,29.661,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
161,10,R,A,7902278,1,2.96,,1,36.819,,1,29.661,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
162,10,R,A,7902278,1,4.0,,1,36.818,,1,29.661,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
163,10,R,A,7902278,1,5.0,,1,36.818,,1,29.66,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
164,10,R,A,7902278,1,6.0,,1,36.819,,1,29.659,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
165,10,R,A,7902278,1,7.04,,1,36.82,,1,29.662,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
166,10,R,A,7902278,1,8.04,,1,36.828,,1,29.671,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
167,10,R,A,7902278,1,9.0,,1,36.83,,1,29.674,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
168,10,R,A,7902278,1,10.28,,1,36.832,,1,29.675,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
169,10,R,A,7902278,1,12.0,,1,36.834,,1,29.677,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
170,10,R,A,7902278,1,14.0,,1,36.842,,1,29.673,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
171,10,R,A,7902278,1,16.04,,1,36.851,,1,29.661,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
172,10,R,A,7902278,1,18.08,,1,36.864,,1,29.63,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
173,10,R,A,7902278,1,20.04,,1,36.86,,1,29.595,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
174,10,R,A,7902278,1,22.04,,1,36.859,,1,29.587,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
175,10,R,A,7902278,1,24.0,,1,36.859,,1,29.582,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
176,10,R,A,7902278,1,25.96,,1,36.859,,1,29.578,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
177,10,R,A,7902278,1,28.04,,1,36.861,,1,29.575,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
178,10,R,A,7902278,1,30.08,,1,36.864,,1,29.574,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
179,10,R,A,7902278,1,32.0,,1,36.865,,1,29.57,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
180,10,R,A,7902278,1,34.0,,1,36.865,,1,29.563,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
181,10,R,A,7902278,1,36.0,,1,36.866,,1,29.561,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
182,10,R,A,7902278,1,38.0,,1,36.87,,1,29.566,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
183,10,R,A,7902278,1,40.0,,1,36.871,,1,29.564,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
184,10,R,A,7902278,1,42.0,,1,36.872,,1,29.562,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
185,10,R,A,7902278,1,44.0,,1,36.873,,1,29.563,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
186,10,R,A,7902278,1,46.0,,1,36.872,,1,29.53,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
187,10,R,A,7902278,1,48.0,,1,36.858,,1,29.419,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
188,10,R,A,7902278,1,50.04,,1,36.857,,1,29.378,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
189,10,R,A,7902278,1,51.96,,1,36.856,,1,29.229,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
190,10,R,A,7902278,1,53.92,,1,36.853,,1,28.282,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
191,10,R,A,7902278,1,56.0,,1,36.841,,1,27.276,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
192,10,R,A,7902278,1,58.04,,1,36.842,,1,27.071,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
193,10,R,A,7902278,1,59.96,,1,36.857,,1,26.911,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
194,10,R,A,7902278,1,62.0,,1,36.883,,1,26.779,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
195,10,R,A,7902278,1,64.04,,1,36.893,,1,26.489,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
196,10,R,A,7902278,1,66.0,,1,36.909,,1,26.307,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
197,10,R,A,7902278,1,68.0,,1,36.926,,1,26.087,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
198,10,R,A,7902278,1,70.0,,1,36.928,,1,25.968,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
199,10,R,A,7902278,1,72.0,,1,36.938,,1,25.824,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
200,10,R,A,7902278,1,74.0,,1,36.958,,1,25.662,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
201,10,R,A,7902278,1,76.0,,1,36.965,,1,25.547,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
202,10,R,A,7902278,1,77.96,,1,36.962,,1,25.512,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
203,10,R,A,7902278,1,79.92,,1,36.971,,1,25.325,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
204,10,R,A,7902278,1,82.0,,1,36.988,,1,25.204,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
205,10,R,A,7902278,1,84.0,,1,37.012,,1,25.086,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
206,10,R,A,7902278,1,85.96,,1,37.023,,1,24.991,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
207,10,R,A,7902278,1,87.96,,1,37.015,,1,24.868,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
208,10,R,A,7902278,1,89.96,,1,37.03,,1,24.754,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
209,10,R,A,7902278,1,92.04,,1,37.052,,1,24.681,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
210,10,R,A,7902278,1,94.08,,1,37.049,,1,24.536,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
211,10,R,A,7902278,1,96.04,,1,37.053,,1,24.455,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
212,10,R,A,7902278,1,98.04,,1,37.078,,1,24.368,,1,1,24.57664,-64.96605,2025-09-01 12:09:19
213,118,R,A,4902590,1,0.2,,1,36.718,,1,28.697,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
214,118,R,A,4902590,1,0.9,,1,36.714,,1,28.687,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
215,118,R,A,4902590,1,1.8,,1,36.704,,1,28.69,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
216,118,R,A,4902590,1,2.8,,1,36.712,,1,28.671,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
217,118,R,A,4902590,1,4.0,,1,36.725,,1,28.649,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
218,118,R,A,4902590,1,5.0,,1,36.737,,1,28.641,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
219,118,R,A,4902590,1,6.0,,1,36.737,,1,28.611,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
220,118,R,A,4902590,1,7.1,,1,36.742,,1,28.593,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
221,118,R,A,4902590,1,8.0,,1,36.751,,1,28.574,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
222,118,R,A,4902590,1,9.0,,1,36.757,,1,28.561,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
223,118,R,A,4902590,1,9.9,,1,36.763,,1,28.537,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
224,118,R,A,4902590,1,10.8,,1,36.775,,1,28.453,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
225,118,R,A,4902590,1,11.9,,1,36.796,,1,28.202,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
226,118,R,A,4902590,1,13.1,,1,36.803,,1,27.549,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
